job_title,experience,salary,location,job_description,tech_stack
"Senior Engineer, DevOps",3-6 Yrs ,Not disclosed ,,Experience in management integration of public cloud infrastructure (AWS / GCP) . Good ...,"['Automation', 'Linux', 'Coding', 'Configuration management', 'Disaster recovery', 'RHEL', 'SCM', 'Information technology']"
Devops Engineer,5-10 Yrs ,Not disclosed ,,Role & responsibilities Collaborate with a global team of engineers in a highly agile ...,"['Jenkins', 'Cicd Pipeline', 'Devops', 'AWS', 'Python', 'Orchestration', 'Ci Cd Pipeline', 'Docker']"
Lead/Senior engineer _Azure & devops with Python _ Multiple locations,6-11 Yrs ,Not disclosed ,,"Incase interested, please go through the JD and provide the required details along with...","['Docker', 'Terraform', 'Azure Cloud', 'kubernetes/Aks', 'Python', 'Senior', 'Devops', 'Aks']"
Senior DevOps Engineer,6-8 Yrs ,Not disclosed ,,". Proficient withgit and git workflows, Ruby or Python, Cloud environments mainly Azure...","['Unix', 'devops', 'MySQL', 'Consulting', 'Agile', 'Scrum', 'Windows', 'Ruby']"
senior DevOps Engineer(Azure),6-10 Yrs ,Not disclosed ,,"A Bachelor or masters degree in Computer Science, Information Technology or equivalent ...","['cicd pipeline', 'ARM template', 'terraform', 'azure devops', 'deployment', 'powershell', 'CI/Cd', 'Template']"
Devops Engineer,4-9 Yrs ,Not disclosed ,,Hands on experience on deploying application (node and python) on nginx,"['Devops And Deployment', 'GIT', 'Docker', 'Github', 'Ci/Cd', 'Kubernates', 'Deployment', 'Cd']"
DevOps Engineer,3-5 Yrs ,Not disclosed ,,"Responsibilities include:Partner with groups across Intel to identify opportunities, in...","['software development', 'test automation', 'GitHub', 'SCM systems', 'Windows', 'infrastructure development', 'Jenkins', 'GitHub Actions']"
DevOps Engineer,6-8 Yrs ,Not disclosed ,,"Should possess 6 to 8 years of hands-on experience in the design, implementation, and m...","['continuous integration', 'cd', 'kubernetes', 'python', 'elk', 'version control', 'ci/cd', 'microsoft azure']"
Sr Engineer( Devops & Cloud) with Airamatrix( AI S/W Product Company),7-12 Yrs ,Not disclosed ,,"Responsibilities: Creating efficient, reliable infrastructure with code Maintainabilit...","['Devops Ci Cd', 'ECS', 'Cicd Pipeline', 'Devops And Deployment', 'Kubernetes', 'Cloud Amazon Aws', 'S', 'Deployment']"
Great Opportunity | Devops Engineer | Rotational Sihft - MSys,5-8 Yrs ,Not disclosed ,,"Skill Set: AWS Cloud, Kubernetes, , Python / Shell, Monitoring tools (Grafana/ Promethe...","['Cicd Pipeline', 'Aws', 'Devops', 'Kubernetes', 'python', 'Shell Scripting', 'Prometheus', 'Pipeline']"
"Aws DevOps Engineer with Cloud Formation, Python",7-12 Yrs ,Not disclosed ,,Role & responsibilities . - Expert knowledge of AWS platform(3-4Yrs). - Proficiency in ...,"['Terraform', 'CloudFormation', 'AWS', 'Lambda', 'Python', 'Containers Services', 'Bash Scripting', 'Bash scripts']"
GCP Devops Engineer,7-9 Yrs ,Not disclosed ,,We are seeking a talented and driven GCP DevOps Engineer with a solid skill set in G...,"['Automation', 'Linux', 'Powershell', 'Debugging', 'MongoDB', 'Windows', 'Continuous improvement', 'Monitoring']"
DevOps Developer,5-7 Yrs ,Not disclosed ,,"Your Role and ResponsibilitiesAs a DevOps Developer, you will contribute to a thriving ...","['DevOps', 'Scala', 'Big Data', 'Agile', 'Spark', 'Jenkins', 'Java', 'Terraform']"
Aws DevOps Engineer with Sagemaker + Python | 6+ | Pan India,6-10 Yrs ,Not disclosed ,,"Location - Pan IndiaExp - 6-10FulltimeAWS Sagemaker skilled person, Strongly skilled in...","['Aws Sagemaker', 'Cloudwatch', 'AWS', 'Python', 'ML', 'Ci Cd Pipeline', 'Glue', 'Lamda']"
AWS Devops engineer,5-7 Yrs ,Not disclosed ,,"Setting up tools and required infrastructure Hands on experience on Azure pipeline, Jen...","['Azure pipeline', 'Jenkins', 'CI/CD Pipeline', 'KPI', 'Automation tools', 'Azure cloud', 'shell scripting', 'Python']"
Devops Engineer,5-10 Yrs ,15-30 Lacs PA ,,Essential Skills / Requirements: . 3+ years of experience as DevOps Engineer Preferred ...,"['Script', 'Terraform', 'AWS', 'Devops', 'Kubernetes', 'Scripting']"
DevOps Engineer,6-8 Yrs ,Not disclosed ,,"Extensive Experience of Linux, UNIX, Oracle, build management tools, Big Data platforms...","['DevOps', 'ALM', 'DevOps Engineer', 'BitBucket', 'Udeploy', 'Mokito', 'JAMA', 'VERCODE']"
Devops - Automation Engineer,4-8 Yrs ,Not disclosed ,,"Role DescriptionBy working in an Agile DevOps model, acting a pilot for Investments and...","['Python', 'Agile DevOps model', 'Nginx', 'Artefactory', 'Tomcat', 'Teamcity', 'GitOps', 'Apache Airflow']"
DevOps Application Developer,8-10 Yrs ,Not disclosed ,,Work Experience : 8-10 years,"['github', 'Coding', 'MVC framework', 'microservices', 'EC2', 'Oauth2', 'Load balancer', 'jenkins']"
DevOps Application Developer,2-4 Yrs ,Not disclosed ,,Educational Qualification : Full Time Engineering Additional Information : Candidate ne...,"['Git', 'devops', 'jenkins', 'DevOps Application Developer', 'application development', 'Application', 'Development']"
"Cloud DevOps Engineer - AWS, Linux",6-11 Yrs ,Not disclosed ,,Engineering graduate with over 5+ years of experience in Build and Release ManagementMu...,"['DevOps', 'Linux', 'AWS', 'Shell', 'Docker', 'MySql', 'Ansible', 'CI/CD']"
Sr Devops Engineer,7-12 Yrs ,Not disclosed ,,"Linux, GIT, CI/CD, Docker, Kubernetes, AWS/, Azure DevOps, Jenkins, Terraform/ Python...","['Version control', 'Linux', 'Configuration management', 'Postgresql', 'MySQL', 'Shell scripting', 'Database administration', 'Resource management']"
Devops Engineer,3-7 Yrs ,Not disclosed ,,Experience in designing and maintaining cloud-based solutions with Azure / AWS . Experi...,"['Unix', 'C++', 'Automation', 'Linux', 'Analytical', 'Associate Technical Lead', 'Windows', 'Troubleshooting']"
Devops Engineer - IV,5-9 Yrs ,Not disclosed ,,"Role must be able to produce dynamic tools using React, Redux, and Serverless framework...","['Automation', 'Civil', 'devops', 'Cloud', 'Manager Technology', 'Management', 'rackspace', 'AWS']"
Senior Software Engineer DevOps,4-9 Yrs ,Not disclosed ,,"Experience with alerting, and monitoring tools (Cloudwatch/ Newrelic) API Gateway, Rou...","['Root cause analysis', 'Monitoring tools', 'Architecture', 'Infrastructure management', 'devops', 'Disaster recovery', 'Automation tools', 'Infrastructure']"
Senior Devops Engineer,5-8 Yrs ,14-24 Lacs PA ,,"AWS Certification is a plusExperience with Infrastructure as a Service (e.g., Terraform...","['Terraform', 'Shell Scripting', 'AWS', 'Devops', 'Kubernetes', 'Docker', 'Ci/Cd', 'Python']"
"Senior Software Engineer - Devops, GCP",5-10 Yrs ,Not disclosed ,,"Qualifications: . Bachelors degree in Computer Science, Engineering, or a related field...","['Architecture', 'GCP', 'devops', 'jenkins', 'Load balancing', 'Monitoring', 'Application engine', 'microservices']"
"Senior Software Engineer - Devops, Azure",5-10 Yrs ,Not disclosed ,,"Qualifications: . Bachelors degree in Computer Science, Engineering, or a related field...","['Architecture', 'SQL database', 'devops', 'jenkins', 'Management', 'microsoft', 'Solution Architect', 'microservices']"
Senior DevOps Engineer,5-8 Yrs ,Not disclosed ,,. We are looking for a Senior DevOps Engineer with preferably AWS certification and goo...,"['Maven', 'Automation', 'GIT', 'Project management', 'CMMI', 'Selenium', 'JIRA', 'Ruby']"
Hot Hiring For Azure DevOps Engineer,9-14 Yrs ,Not disclosed ,,Experience : 9+ years . Notice Period : 30 days max . Max Budget : 15 LPA 2+ years of e...,"['Azure Kubernetes', 'Terraform', 'Azure Kubernetes Service', 'Azure Databases', 'Hot', 'DBMS', 'Microsoft Azure', 'Azure Database']"
Devops Engineer,4-9 Yrs ,Not disclosed ,,Preferred candidate profile . 15 years of full-time educationExperience with scripting ...,"['Bitbucket', 'JIRA', 'Devops', 'Scripting']"
Senior DevOps Engineer,3-7 Yrs ,Not disclosed ,,. Hands-on experience in setting up static hosting using modern web application hosting...,"['Automation', 'Linux', 'Networking', 'devops', 'Agile', 'Troubleshooting', 'Ruby', 'Technical support']"
Cloud & DevOps Engineer,5-8 Yrs ,Not disclosed ,,"Experience with managing source code repositories, including branching and merging of c...","['Cloud Applications', 'Docker', 'Ci/Cd', 'Devops', 'Python', 'Devops Tools', 'Tools', 'Continuous Integration']"
Senior DevOps Engineer,4-9 Yrs ,Not disclosed ,,Hands on Experience in DevOps tools more than 4years . . Strong experience with Linux-...,"['Jenkins', 'Unix', 'Linux', 'Software Engineering', 'Aws', 'Devops', 'Kubernetes', 'senior']"
Microsoft Azure DevOps Application Developer,4-6 Yrs ,Not disclosed ,,Educational Qualification : Graduate Work Experience : 4-6 years Professional Attribute...,"['Unix shell scripting', 'SQL', 'Agile', 'SCM', 'Python', 'TFS', 'Maven', 'Powershell']"
DevOps Developer,3-5 Yrs ,Not disclosed ,,"Good understanding of Docker, Kubernetes, OpenShift Container Platform, Helm Charts, Li...","['SQL', 'DevOps', 'Linux', 'XML', 'Shell scripting', 'Restful API', 'Kafka', 'J2EE']"
Devops Developer,3-7 Yrs ,7-12 Lacs PA ,,Should be able to work independently and must be a fast learnerEmployee should be follo...,"['Ci/Cd', 'SQL Server', 'Bug Life Cycle', 'Devops Ci Cd', 'Devops Tools', 'QC development', 'Devops', 'STLC']"
Microsoft Azure DevOps Application Developer,4-6 Yrs ,Not disclosed ,,Technical Experience : 5-6 years Sr Infra consultant for Landing Zone set-up on custome...,"['Networking', 'devops', 'microsoft azure', 'Azure Infrastructure', 'Development', 'Azure Devops', 'Microsoft', 'Infrastructure']"
opening For Azure Devops Lead with Kubernetes For Bangalore,8-12 Yrs ,Not disclosed ,,"Hi, Opening for Azure Devops Lead with Kubernetes for BangaloreExperience: 8 Years to 1...","['Azure Devops', 'Kubernetes', 'Jenkins', 'shell', 'TeamCity', 'Bash', 'Python', 'Microsoft Azure']"
Aws Devops Engineer - Ahmedabad,1-4 Yrs ,4-9 Lacs PA ,,Candidate should be comfortable in the UK Shift Experience in software support and main...,"['Aws', 'Deveops', 'Git', 'Linux', 'Red Hat', 'Shell Scripting', 'SSL', 'Automation tool']"
Hiring For Devops engineer (AWS/Azure)-Kiya.ai(Mumbai),3-5 Yrs ,6-12 Lacs PA ,,"Important experience below Skills : bash Scripting, teraform Scripting, Jenkins, Ansibl...","['devops', 'aws', 'azure', 'Aws Cloudformation', 'cloud engineer', 'PAAS', 'Cloud Infrastructure', 'ansible']"
DevOps Engineer (AWS),1-5 Yrs ,Not disclosed ,,About the role: Estimate for Cloud Platform automation and DevOps activities a...,"['Automation', 'Architecture', 'devops', 'Cloud', 'Manager Technology', 'Infrastructure', 'Mentor', 'Deployment']"
Senior DevOps Engineer- Python/AWS,4-9 Yrs ,Not disclosed ,,"In partnership with others on the team, you will create enhancements and/or new servi...","['devops', 'Debugging', 'Manager Technology', 'AWS', 'Analytics', 'Python', 'management', 'technology']"
DevOps Engineers - AWS / Azure / GCP,5-10 Yrs ,Not disclosed ,,. Should specialize in any one of the platforms - Amazon Web Services (AWS)/ Microsoft ...,"['Jenkins', 'Open Source', 'Docker', 'Ansible', 'Google Cloud Platform', 'Microsoft Azure', 'Aws', 'Devops']"
AWS DevOps Engineer,3-7 Yrs ,Not disclosed ,,Management and monitoring of AWS Platform . Good understanding of key services like Clo...,"['Cloud computing', 'GCP', 'Network security', 'JSON', 'Load balancing', 'Troubleshooting', 'Monitoring', 'Python']"
Senior DevOps AWS Engineer,4-9 Yrs ,Not disclosed ,,Establish requirements and quickly move to build prototypes and ultimately a nal prod...,"['System architecture', 'Automation', 'Javascript', 'Agile', 'Infrastructure', 'Deployment', 'Subject matter expertise', 'Open source']"
Aws Devops Sr. Engineer/lead | Fte,7-12 Yrs ,Not disclosed ,,* Strong communication skills * Cloud Concepts - Optimized script using Terraform ...,"['ESP', 'devops', 'Cloud', 'AWS', 'Monitoring', 'Python', 'Scripting', 'Leadership']"
Senior Devops Engineer,7-12 Yrs ,Not disclosed ,,"We are seeking an experienced DevOps / Site Reliability Engineer, who should have stron...","['Jenkins', 'Docker', 'Ci/Cd', 'Terraform', 'AWS', 'Kubernates', 'Senior', 'Continuous Integration']"
Senior Devops Engineer,5-10 Yrs ,Not disclosed ,,Role & responsibilities 5-12 years of relevant engineering experiencePassion for self-...,"['kubernetes', 'Docker', 'Terraform', 'Aws Devops', 'Ansible', 'Linux', 'Scripting Languages', 'CKA']"
DevOps Engineer - Sapphire Smartshopper,0-3 Yrs ,Not disclosed ,,This entrepreneurial company has met success and grown steadily as a result of: . devel...,"['server', 'continuous integration', 'load balancing', 'sql', 'postgresql', 'linux', 'leadership', 'datadog']"
"Lead, DevOps Engineer",5-7 Yrs ,Not disclosed ,,Excellent problem-solving and communication skills . Certifications like AWS Certified ...,"['Cloud computing', 'Automation', 'Version control', 'Compliance', 'Coding', 'Configuration management', 'Application security', 'Troubleshooting']"
"Cloud Engineer - Devops, Azure, Kubernetes, AKS",5-10 Yrs ,Not disclosed ,,Provision and manage Azure resources required for Apache Flink and Apache Beam clusters...,"['Beam', 'Automation', 'Networking', 'Resource allocation', 'Cloud', 'Apache', 'big data', 'Distribution system']"
Magento DevOps Engineer,2-6 Yrs ,Not disclosed ,,"Hands-on experience to build and handle VM s, Containers utilizing tools like Kubernete...","['Redhat Linux', 'IIS', 'GIT', 'Powershell', 'Postgresql', 'MySQL', 'Shell scripting', 'PHP']"
DevOps Engineer,4-9 Yrs ,Not disclosed ,,"Proficiency in configuring and managing IIS DevOps certifications (eg, AWS Certified De...","['continuous integration', 'Automation', 'IIS', 'orchestration', 'devops', 'jenkins', 'Deployment', 'Management']"
DevOps Engineer,4-6 Yrs ,Not disclosed ,,". A DevOps Engineer will be responsible for building, configuring, monitoring, and trou...","['Telecom', 'github', 'GIT', 'orchestration', 'Linux', 'Networking', 'Powershell', 'PAAS']"
Azure Devops Engineer,5-10 Yrs ,Not disclosed ,,"Job description:Required Skillset:Deep technical experience in infrastructure design, ...","['Azure Pipelines', 'Virtual Machines', 'Azure Monitoring', 'Azure Devops', 'Azure Networking', 'Monitoring', 'Devops', 'VM']"
DevOps Engineer,8-13 Yrs ,Not disclosed ,,Bachelors degree in Computer Science or a related fieldRelevant certifications such as ...,"['Container Orchestration', 'Terraform', 'Aws Lambda', 'Ansible', 'AWS', 'Azure', 'Shell Scripting', 'Scripting Languages']"
DevOps Technical Lead / Senior Software Engineer,5-10 Yrs ,Not disclosed ,,DevOps . AWS Elastic Kubernetes Service (EKS) (must have skill),"['Literature', 'data science', 'devops', 'Healthcare', 'Technical Lead', 'Manual', 'Life sciences', 'AWS']"
Lead DevOps engineer,5-9 Yrs ,Not disclosed ,,"Have a Bachelors Degree in Computer Science or STEM Majors (Science, Technology, Engine...","['Maven', 'github', 'Interpersonal skills', 'build automation', 'Coding', 'devops', 'Shell scripting', 'Automation tools']"
Devops Engineer,4-9 Yrs ,8-18 Lacs PA ,,"Dear Candidate, Hope this mail finds you all well. I am Shruthi KK from L&T Technology...","['Devops', 'Linux', 'Python']"
Azure Devops Engineer,6-11 Yrs ,Not disclosed ,,Role & responsibilities AzurePreferred candidate profile Perks and benefits,"['Jenkins', 'Azure Devops', 'Arm Templates', 'Devops', 'ARM', 'Template', 'Microsoft Azure']"
Hiring For Azure devops Engineer,6-10 Yrs ,Not disclosed ,,3+ years of hands-on experience in provisioning Infrastructure as Code (IaC) using Terr...,"['Azure Devops', 'Kubernetes', 'Terraform', 'Aks', 'Arm Templates', 'ARM', 'Microsoft Azure', 'Template']"
Devops Engineer,5-8 Yrs ,22.5-25 Lacs PA ,,"Professional experience deploying, maintaining, and tuning applications in production K...","['Jenkins', 'Ci/Cd', 'Helm', 'Devops', 'Kubernates', 'Kanban', 'argoCD', 'Scrum']"
Senior DevOps Engineer,3-6 Yrs ,Not disclosed ,,Willingness to work in an agile team development environmentEducation: Bachelor s degre...,"['Automation', 'Manager Quality Assurance', 'Front end', 'Machine learning', 'Agile', 'DNS', 'SSL', 'Distribution system']"
devops Engineer/ Lead,5-10 Yrs ,Not disclosed ,,5+ years of experience working as a DevOps engineer. . Strong in managing AWS infrastru...,"['DevOps Engineer', 'DevOps', 'VPCs', 'SQS', 'Ec2', 'CICD', 'EMRs', 'DynamoDb']"
Senior Azure DevOps Engineer,7-12 Yrs ,Not disclosed ,,"Knowledge, Skills and Experience Requirements . . Bachelors degree in Computer Science ...","['Unix', 'Computer science', 'GIT', 'Linux', 'Networking', 'devops', 'Disaster recovery', 'DNS']"
Devops Engineer,1-7 Yrs ,Not disclosed ,,"Microservices: Kubernetes (EKS), ECS, AKS, Docker builds . On-prem experience handling ...","['Maven', 'Automation', 'GIT', 'Solaris', 'Shell scripting', 'Windows', 'JIRA', 'Red Hat Enterprise Linux']"
Devops Engineer,5-7 Yrs ,Not disclosed ,,Created web apps for developers to do development work . Strong Knowledge in Elastic Se...,"['Usage', 'Version control', 'GIT', 'devops', 'Deployment', 'microsoft azure', 'MySQL db', 'Management']"
DevOps Engineer,4-7 Yrs ,Not disclosed ,,"Qualifications: . Bachelors or Masters degree in Computer Science, Information Systems,...","['Computer science', 'Automation', 'Manager Quality Assurance', 'Agile', 'data governance', 'Deployment', 'Data processing', 'Data quality']"
Devops Engineer,4-7 Yrs ,Not disclosed ,,"Bachelors or Masters degree in Computer Science, Information Systems, or related fieldM...","['Computer science', 'Automation', 'spark', 'Cloud Services', 'devops', 'Hadoop', 'Data processing', 'Informatica']"
Azure Devops Engineer,3-5 Yrs ,Not disclosed ,,"Good knowledge of Artifactory, Jenkins, Bitbucket, Jira etc Good knowledge of Docker / ...","['Powershell', 'devops', 'Cloud', 'Agile', 'jenkins', 'microsoft azure', 'ASP.Net', 'JIRA']"
DevOps Engineer,5-10 Yrs ,Not disclosed ,,". Strong experience in creating, importing and launching volumes with security groups, ...","['Environment management', 'System testing', 'Automation', 'GIT', 'nginx', 'Regression testing', 'GUI testing', 'Functionality testing']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,"2-7 years of relevant work experienceExperience with CI / CD practices, Deployment patt...","['Networking', 'Bfsi', 'Configuration management', 'SOC', 'Cobol', 'ISO 27001', 'Ruby', 'Distribution system']"
Lead Devops Engineer,4-8 Yrs ,Not disclosed ,,"Drive discussions around Devops, technical concepts and specifications based on the ...","['Automation', 'DTS', 'Linux', 'devops', 'Consulting', 'Agile', 'Scrum', 'JIRA']"
DevOps Engineer,3-8 Yrs ,Not disclosed ,,Bring new ideas to team and is seen as a good problem solverProduct experience is requi...,"['GIT', 'GCP', 'Project management', 'Shell scripting', 'Javascript', 'Software development life cycle', 'Selenium', 'Continuous improvement']"
DevOps Engineer,2-4 Yrs ,Not disclosed ,,- A Good exposure to Azure DevOps Server (earlier TFVC) . - Working knowledge on C# eco...,"['Basic', 'github', 'Automation testing', 'Usage', 'GIT', 'C', 'Powershell', 'devops']"
Devops Lead Engineer,5-10 Yrs ,Not disclosed ,,"Areas of Specialization: TFS, Devops, Docker Educational Qualification: Bachelors/ ...","['Computer science', 'devops', 'Visual Studio', 'Information technology', 'science', 'technology', 'visual', 'studio']"
Manager - DevOps,6-11 Yrs ,Not disclosed ,,"Your in-depth knowledge of various Google Cloud Platform (GCP) services including GKE, ...","['DevOps', 'Docker', 'GCP', 'Cloud Infrastructure', 'Kubernates', 'Team Management', 'Ci/Cd', 'Team']"
DevOps Architect,7-12 Yrs ,Not disclosed ,,Implement automated process to support streamlining of engineering & administrative ...,"['RCA', 'Automation', 'Tomcat', 'GIT', 'JBoss', 'Pega', 'Middleware', 'VMS']"
Devops Lead,7-10 Yrs ,10-20 Lacs PA ,,Strong experience on Kubernates setup and managing it Cloud platform experienceExperien...,"['Jenkins', 'Aws Cloud', 'Docker', 'Ci/Cd', 'Kubernetes', 'Aws Devops', 'Terraform', 'Github']"
Looking For Lead Devops Engineer For one of our Insurance Organisation,8-10 Yrs ,15-30 Lacs PA ,,Must work in Agile environment using ALM tool like JIRAPreferred candidate profile . .,"['Devops', 'kubernetes', 'Terraform', 'Insurance']"
Devops Engineer(Immediate joiner),8-13 Yrs ,18-25 Lacs PA ,,"Design and implement AWS infrastructure to support Kubernetes clusters, including netwo...","['Aws Cloud', 'Kubernetes', 'AWS', 'Cloud', 'Devops']"
Azure Devops Engineer,5-7 Yrs ,Not disclosed ,,"JD: Works closely with the application team and configures the Devops tool chain, Setup...","['Azure Devops', 'Kibana', 'Azure', 'Docker', 'Github', 'JIRA', 'Kubernetes', 'Microsoft Azure']"
Devops Engineer,3-6 Yrs ,12-20 Lacs PA ,,Provide the development and operations teams with appropriate tools and processes by au...,"['Ansible', 'CI/CD', 'Skills - DEVOPS', 'PYTHON', 'AWS', 'JAVA', 'TYPESCRIPT', 'Continuous Integration']"
Opening For Devops Engineer- Chennai/Hyderabad,6-10 Yrs ,Not disclosed ,,"This job should support in deploying product updates, identifying production issues, an...","['Docker', 'Terraform', 'Ansible', 'Devops', 'Kubernates']"
Senior DevOps Engineer,3-6 Yrs ,Not disclosed ,,Implement and manage containerization and orchestration technologies such as Docker and...,"['continuous integration', 'github', 'orchestration', 'Data management', 'GCP', 'Configuration management', 'Machine learning', 'Data analytics']"
Sr . DevOps Engineer,8-12 Yrs ,Not disclosed ,,"Bachelor s degree in Computer Science, Information Technology, or a related field . Str...","['GIT', 'Linux', 'Agile', 'Scrum', 'Information technology', 'Ruby', 'RHCE', 'Python']"
SRE DevOps Engineer,4-8 Yrs ,Not disclosed ,,"Use your Cloud Services, DevOps / SRE experience to prevent incidents from ever happeni...","['Automation', 'Managed services', 'Linux', 'HP data protector', 'Machine learning', 'Agile', 'Operations', 'Monitoring']"
Senior DevOps Engineer,4-6 Yrs ,Not disclosed ,,Setting up tools and required infrastructureRequired Skills: . Infrastructure 6 years o...,"['Product management', 'IT services', 'Supply chain', 'ERP', 'Troubleshooting', 'Risk management', 'Monitoring', 'Vulnerability assessment']"
DevOps Engineer,3-5 Yrs ,Not disclosed ,,. We are looking for a DevOps Engineer with preferably AWS certification and good worki...,"['Maven', 'Automation', 'GIT', 'Project management', 'CMMI', 'Selenium', 'JIRA', 'Ruby']"
DevOps - GCP Engineer,5-10 Yrs ,Not disclosed ,,We are looking for a DevOps engineer with experience in set up environment and de...,"['Automation', 'github', 'GIT', 'GCP', 'CMMI', 'JSON', 'Troubleshooting', 'Open source']"
Senior Devops Engineer,4-8 Yrs ,Not disclosed ,,vast networkWhat's Job Title: DevOps/Kubernetes Engineer Designation: Sr DevOps Enginee...,"['Azure Pipelines', 'Git Repository', 'Kubernetes Administration', 'Azure Devops', 'Bash Scripting', 'Azure Repo', 'Cicd Pipeline', 'Docker Container']"
DevOps Implementation Engineer,3-8 Yrs ,Not disclosed ,,"AWS data pipeline experience using S3, Athena, Glue, Kinesis, Redshift, Map Reduce, and...","['Automation', 'LDAP', 'Project management', 'Performance testing', 'CMMI', 'Key management', 'AWS', 'Monitoring']"
Senior DevOps Engineer,8-12 Yrs ,Not disclosed ,,Roles and Responsibilities for DevOps Engineer:1.Good Knowledge of UNIX/Linux operatin...,"['Aws Cloud', 'Devops', 'Ubuntu', 'Bash Scripting', 'Shell Scripting', 'maven', 'Openshift', 'Ci/Cd']"
Devops Engineer - Azure,4-9 Yrs ,Not disclosed ,,Automated provisioning of infrastructure in Azure environments. Automation of CI/CD pro...,"['Devops', 'Azure', 'Amazon Ec2', 'perl scripting', 'Bash Scripting', 'Shell Scripting', 'Elk', 'CI']"
DevOps Engineer,0-2 Yrs ,Not disclosed ,,"Design, implement and maintain cloud-based infrastructure using Kubernetes, Terrafor...","['Computer science', 'Automation', 'Version control', 'GIT', 'Postgresql', 'MySQL', 'Cloud', 'Infrastructure']"
DevOps Engineer - Databricks,5-10 Yrs ,Not disclosed ,,. Bachelors degree in computer science or a related field The ideal candidate will have...,"['ERP', 'Automation', 'Consulting', 'SMS', 'Healthcare', 'SEO', 'Release management', 'IPS']"
Specialist Devops Engineer,1-12 Yrs ,Not disclosed ,,"Working with Microservices observability and monitoring tools, like Prometheus and Graf...","['Automation', 'Linux', 'MySQL', 'Shell scripting', 'ISO 27001', 'Agile', 'Network security', 'Windows']"
Devops Engineer,3-6 Yrs ,Not disclosed ,,"Requirement: Should have experience in DevOps, AWS, CI/CD Should have Managed DBA (Data...","['Devops', 'Docker', 'Ci/Cd', 'AWS', 'Cd', 'Continuous Integration', 'Cd']"
Azure Devops Engineer,5-8 Yrs ,Not disclosed ,,Experience:- 5 + Years . 5 + Years of experience,"['Azure', 'Devops', 'Azure Devops', 'Microsoft Azure']"
Devops Engineer,3-8 Yrs ,5-12 Lacs PA ,,"CI/CD pipeline automation. Manage payment system infrastructure, implementing monitorin...","['CICD', 'Devops', 'CI/Cd']"
devops Engineer/ Lead,5-10 Yrs ,Not disclosed ,,5+ years of experience working as a DevOps engineer. . Strong in managing AWS infrastru...,"['DevOps Engineer', 'DevOps', 'VPCs', 'SQS', 'Ec2', 'CICD', 'EMRs', 'DynamoDb']"
Devops Engineer,0-0 Yrs ,2-2.5 Lacs PA ,,We are looking for Fresher DevOps Engineer Continuous integration and continuous deploy...,"['Aws Devops', 'Aws Cloud', 'Devops Tools', 'Azure Devops', 'Microsoft Azure', 'Devops', 'Tools', 'Cloud']"
DevOps Engineer,4-8 Yrs ,10-20 Lacs PA ,,"Bachelors degree in Computer Science, Management Information Systems, or a related fiel...","['DevOps', 'Powershell', 'Cicd Pipeline', 'Azure Devops', 'Microsoft Azure', 'Cd', 'Pipeline']"
Senior DevOps Engineer,7-8 Yrs ,Not disclosed ,,Manage all on-call incident response process and operations shifts . . Bachelors or Ma...,"['TCP', 'Computer science', 'Linux', 'devops', 'DNS', 'Wellness', 'HTTP', 'Open source']"
Sr . DevOps Engineer,8-12 Yrs ,Not disclosed ,,"Bachelor s degree in Computer Science, Information Technology, or a related field . Str...","['Computer science', 'GIT', 'PDF', 'Linux', 'Agile', 'Scrum', 'Information technology', 'Ruby']"
DevOps Engineer,5-6 Yrs ,Not disclosed ,,"Experience in setting up and maintaining CI / CD pipelines using tools like Jenkins, Tr...","['kubernetes', 'continuous integration', 'cd', 'cloud security', 'software development', 'software testing', 'microsoft azure', 'ci/cd']"
DevOps Engineer,6-8 Yrs ,Not disclosed ,,"Role DevOps (Build, CM, Terraform, Chef, Puppet) Engineer Primary Skill At least 4+ yea...","['continuous integration', 'cd', 'kubernetes', 'cloud security', 'software development', 'software testing', 'microsoft azure', 'ci/cd']"
"Senior Devops Engineer,Pan India",8-13 Yrs ,Not disclosed ,,"This role provides a considerable opportunity for ingenuity, as this individual will w...","['Jenkins', 'Configuration Management', 'Docker', 'Continuous Delivery', 'Continuous Integration', 'Ansible', 'Devops Engineer', 'Ci / Cd']"
Microsoft Azure DevOps Application Developer,8-10 Yrs ,Not disclosed ,,Educational Qualification : 15 years of full time education Technical Experience : 1 Pr...,"['DevOps', 'Agile', 'Microsoft azure', 'Python', 'REST', 'CI/CD', 'Microsoft Azure DevOps Application Developer', 'FastAPI']"
AWS DevOps Engineer,5-8 Yrs ,Not disclosed ,,Monitoring and measuring customer experience and KPIs Setting up tools and required inf...,"['MySQL', 'Ci/Cd', 'AWS', 'Ruby', 'Python', 'Java', 'MongoDB', 'Continuous Integration']"
Aws Devops Engineer,5-8 Yrs ,Not disclosed ,,Monitoring and measuring customer experience and KPIs Setting up tools and required inf...,"['Devsecops', 'Deploying Cyber Security', 'Linux', 'KPI', 'MySQL', 'CI/CD', 'Perl', 'Ruby']"
AWS DevOps Engineer - Freelancer - Support Engineer,5-6 Yrs ,Not disclosed ,,Ample experience in crafting CI / CD pipelines including automated infrastructure testi...,"['Performance tuning', 'Automation', 'Linux', 'Networking', 'RDBMS', 'XML', 'Configuration management', 'Application development']"
