profile,tech_stack,tobeclusteredcolumn
DO,"[Unix, Automation, GIT, Linux, Analytical, MySQL, Perl, Open source]","DO [Unix, Automation, GIT, Linux, Analytical, MySQL, Perl, Open source]"
DO,"[Software testing, continuous integration, Assurance, Software design, Automation testing, Investigation, test driven development, Customer engagement]","DO [Software testing, continuous integration, Assurance, Software design, Automation testing, Investigation, test driven development, Customer engagement]"
DO,"[PDF, Linux, Networking, devops, PAAS, Test engineering, Python, Engineering]","DO [PDF, Linux, Networking, devops, PAAS, Test engineering, Python, Engineering]"
DO,"[python, devops]","DO [python, devops]"
DO,"[Computer science, Maven, GIT, MySQL, Javascript, Agile, Teradata, Open source]","DO [Computer science, Maven, GIT, MySQL, Javascript, Agile, Teradata, Open source]"
DO,"[Cloud computing, Automation, Event management, Consulting, MySQL, HTML, Oracle, SCM]","DO [Cloud computing, Automation, Event management, Consulting, MySQL, HTML, Oracle, SCM]"
DO,"[Automation, Change management, Version control, GIT, Time management, Configuration management, Agile, Manager Technology]","DO [Automation, Change management, Version control, GIT, Time management, Configuration management, Agile, Manager Technology]"
DO,"[Unix, Computer science, Automation, orchestration, Linux, GCP, devops, Consulting]","DO [Unix, Computer science, Automation, orchestration, Linux, GCP, devops, Consulting]"
DO,"[Automation, Analytical, Disaster recovery, Healthcare, Workflow, Perl, Monitoring, SQL]","DO [Automation, Analytical, Disaster recovery, Healthcare, Workflow, Perl, Monitoring, SQL]"
DO,"[Unix, Automation, Linux, devops, Cloud, Infrastructure, Healthcare, Windows]","DO [Unix, Automation, Linux, devops, Cloud, Infrastructure, Healthcare, Windows]"
DO,"[Jenkins, Azure, Git, Open Source, Linux, Devops Engineer, Ci / Cd Pipelines, Python]","DO [Jenkins, Azure, Git, Open Source, Linux, Devops Engineer, Ci / Cd Pipelines, Python]"
DO,"[Training, Data management, Management systems, Database management, Siemens, Data processing, Research, Management]","DO [Training, Data management, Management systems, Database management, Siemens, Data processing, Research, Management]"
DO,"[Computer science, Automation, C++, Usage, GIT, automotive electronics, SEZ, Power electronics]","DO [Computer science, Automation, C++, Usage, GIT, automotive electronics, SEZ, Power electronics]"
DO,"[Automation, Analytical, Disaster recovery, Healthcare, Perl, Monitoring, Testing, System administration]","DO [Automation, Analytical, Disaster recovery, Healthcare, Perl, Monitoring, Testing, System administration]"
DO,"[Computer science, Maven, orchestration, ISO, Linux, GCP, Shell scripting, Infrastructure]","DO [Computer science, Maven, orchestration, ISO, Linux, GCP, Shell scripting, Infrastructure]"
DO,"[orchestration, jenkins, Mathematics, Open source, Python, linux administration, gcp, devops]","DO [orchestration, jenkins, Mathematics, Open source, Python, linux administration, gcp, devops]"
DO,"[orchestration, Mathematics, Open source, Python, jenkins, Development, Source, Open]","DO [orchestration, Mathematics, Open source, Python, jenkins, Development, Source, Open]"
DO,"[Automation, IIS, Linux, JBoss, Troubleshooting, Application deployment, GIT, Apache Tomcat]","DO [Automation, IIS, Linux, JBoss, Troubleshooting, Application deployment, GIT, Apache Tomcat]"
DO,"[Excel, devops, SSI, WCF, build, written communication, web technologies, word]","DO [Excel, devops, SSI, WCF, build, written communication, web technologies, word]"
DO,"[GIT, Coding, microsoft azure, Unit testing, SQL, nexus, devops, Data processing]","DO [GIT, Coding, microsoft azure, Unit testing, SQL, nexus, devops, Data processing]"
DO,"[DevOps, Amazon EC2, CI/CD Tools, EBS, CI/CD, Vulnerability Assessment, AWS, AWS Infrastructure]","DO [DevOps, Amazon EC2, CI/CD Tools, EBS, CI/CD, Vulnerability Assessment, AWS, AWS Infrastructure]"
DO,"[Computer science, Cloud computing, Automation, Product engineering, Configuration management, DNS, Healthcare, Load balancing]","DO [Computer science, Cloud computing, Automation, Product engineering, Configuration management, DNS, Healthcare, Load balancing]"
DO,"[Performance tuning, Oracle SQL, Coding, XML, Consulting, Healthcare, JSON, AWS]","DO [Performance tuning, Oracle SQL, Coding, XML, Consulting, Healthcare, JSON, AWS]"
DO,"[Jenkins, Aws Devops, Bash Scripting, Powershell, Bash, Scripting, AWS, Devops]","DO [Jenkins, Aws Devops, Bash Scripting, Powershell, Bash, Scripting, AWS, Devops]"
DO,"[Maven, Automation, Linux, Coding, Configuration management, MySQL, Windows, Information technology]","DO [Maven, Automation, Linux, Coding, Configuration management, MySQL, Windows, Information technology]"
DO,"[DevOps, S3, RDS, Aurora, CloudFront, DevOps Engineer, EC2, Dynamo DB]","DO [DevOps, S3, RDS, Aurora, CloudFront, DevOps Engineer, EC2, Dynamo DB]"
DO,"[Interpersonal skills, Agile scrum, devops, IT infrastructure, Agile, Database, microsoft azure, Scrum]","DO [Interpersonal skills, Agile scrum, devops, IT infrastructure, Agile, Database, microsoft azure, Scrum]"
DO,"[Networking, Linux, Powershell, Antivirus, Windows, Technology solutions, Load balancing, Ruby]","DO [Networking, Linux, Powershell, Antivirus, Windows, Technology solutions, Load balancing, Ruby]"
DO,"[Automation, Networking, devops, Cloud, SIEM, Manager Technology, Javascript, Infrastructure]","DO [Automation, Networking, devops, Cloud, SIEM, Manager Technology, Javascript, Infrastructure]"
DO,"[GIT, Version control, cyber security, Powershell, Disaster recovery, HIPAA, Network security, Agile]","DO [GIT, Version control, cyber security, Powershell, Disaster recovery, HIPAA, Network security, Agile]"
DO,"[Cloud computing, Automation, Powershell, Configuration management, DNS, Load balancing, Capacity planning, Python]","DO [Cloud computing, Automation, Powershell, Configuration management, DNS, Load balancing, Capacity planning, Python]"
DO,"[Compliance, Access management, devops, Disaster recovery, Network security, jenkins, Troubleshooting, Monitoring]","DO [Compliance, Access management, devops, Disaster recovery, Network security, jenkins, Troubleshooting, Monitoring]"
DO,"[Automation testing, Selenium, Client interfacing, AWS Devops, Devops, Client, Software testing, Integration]","DO [Automation testing, Selenium, Client interfacing, AWS Devops, Devops, Client, Software testing, Integration]"
DO,"[cloud, automation, devops, testing, AWS, Software testing, AWS Devops]","DO [cloud, automation, devops, testing, AWS, Software testing, AWS Devops]"
DO,"[cloud, automation, devops, testing, AWS, AWS Devops, Software testing]","DO [cloud, automation, devops, testing, AWS, AWS Devops, Software testing]"
DO,"[devops, AWS, professional, AWS Devops]","DO [devops, AWS, professional, AWS Devops]"
DO,"[Cloud computing, Redhat, continuous integration, Automation, Cloud Applications, Coding, devops, AWS]","DO [Cloud computing, Redhat, continuous integration, Automation, Cloud Applications, Coding, devops, AWS]"
DO,"[devops, Programming, Management, AWS, System administration, Administration, Program, System]","DO [devops, Programming, Management, AWS, System administration, Administration, Program, System]"
DO,"[Administration, Backend, Linux, Networking, Architecture, MySQL, Programming, Distribution system]","DO [Administration, Backend, Linux, Networking, Architecture, MySQL, Programming, Distribution system]"
DO,"[Unix, Health insurance, orchestration, Linux, GCP, Configuration management, MySQL, Troubleshooting]","DO [Unix, Health insurance, orchestration, Linux, GCP, Configuration management, MySQL, Troubleshooting]"
DO,"[DevOps, Jenkins, Terraform, Docker, Powershell, Ansible, Puppet, Microservices]","DO [DevOps, Jenkins, Terraform, Docker, Powershell, Ansible, Puppet, Microservices]"
DO,"[DevOps, PowerShell, Java, GIT, Azure Cloud, CI/CD, YAML, Kubernetes]","DO [DevOps, PowerShell, Java, GIT, Azure Cloud, CI/CD, YAML, Kubernetes]"
DO,"[Redhat Linux, Ansible, Gitlab, Puppet, Devops, Linux, Software, Software engineering]","DO [Redhat Linux, Ansible, Gitlab, Puppet, Devops, Linux, Software, Software engineering]"
DO,"[Administration, SFDC, Analytical, devops, SAAS, Deployment, Troubleshooting, Release management]","DO [Administration, SFDC, Analytical, devops, SAAS, Deployment, Troubleshooting, Release management]"
DO,"[Networking, GCP, devops, Cloud, Manager Technology, Business solutions, Asap, Technology]","DO [Networking, GCP, devops, Cloud, Manager Technology, Business solutions, Asap, Technology]"
DO,"[Software development, devops, Infrastructure, Testing, Development, Software testing, Software]","DO [Software development, devops, Infrastructure, Testing, Development, Software testing, Software]"
DO,"[Computer science, Cloud computing, Networking, devops, Configuration management, SOC, Analytical, MongoDB]","DO [Computer science, Cloud computing, Networking, devops, Configuration management, SOC, Analytical, MongoDB]"
DO,"[Automation, Version control, GIT, GCP, devops, Infrastructure, jenkins, Management]","DO [Automation, Version control, GIT, GCP, devops, Infrastructure, jenkins, Management]"
DO,"[Unix, VMware, Tomcat, Linux, JBoss, JDBC, Apache, SCM]","DO [Unix, VMware, Tomcat, Linux, JBoss, JDBC, Apache, SCM]"
DO,"[Microservices, S3, Cloud Management, Netscaler, Migration Management, Vpc, Kafka, Cicd Methodology]","DO [Microservices, S3, Cloud Management, Netscaler, Migration Management, Vpc, Kafka, Cicd Methodology]"
DO,"[Architecture, GCP, devops, jenkins, Load balancing, Monitoring, Application engine, microservices]","DO [Architecture, GCP, devops, jenkins, Load balancing, Monitoring, Application engine, microservices]"
DO,"[Architecture, SQL database, devops, jenkins, Management, microsoft, Solution Architect, microservices]","DO [Architecture, SQL database, devops, jenkins, Management, microsoft, Solution Architect, microservices]"
DO,"[Azure Devops, Azure Cloud, Ci/Cd, Cd, Continuous Integration, Microsoft Azure, Cd, Cloud]","DO [Azure Devops, Azure Cloud, Ci/Cd, Cd, Continuous Integration, Microsoft Azure, Cd, Cloud]"
DO,"[DevOps, Jenkins, AWS Lambda, Terraform, Docker, Linux, GitHub, troubleshooting]","DO [DevOps, Jenkins, AWS Lambda, Terraform, Docker, Linux, GitHub, troubleshooting]"
DO,"[Full Stack Developer, JavaScript, MySQL, Oracle, AWS, Full Stack, Development, Senior]","DO [Full Stack Developer, JavaScript, MySQL, Oracle, AWS, Full Stack, Development, Senior]"
DO,"[Database Administration, Cicd Pipeline, AWS, Kubernetes, DBMS, CI/Cd, Devops, Administration]","DO [Database Administration, Cicd Pipeline, AWS, Kubernetes, DBMS, CI/Cd, Devops, Administration]"
DO,"[Atlassian, Confluence, JIRA, Devops, Bitbucket]","DO [Atlassian, Confluence, JIRA, Devops, Bitbucket]"
DO,"[Java, Core Java, Web services, Multithreading, Memory management, devops, Agile, JSON]","DO [Java, Core Java, Web services, Multithreading, Memory management, devops, Agile, JSON]"
DO,"[Azure DevOps, github, Continuous integration, CI/CD, DevOps Development, AWS, Microsoft Azure, Development]","DO [Azure DevOps, github, Continuous integration, CI/CD, DevOps Development, AWS, Microsoft Azure, Development]"
DO,"[Azure DevOps, DevOps, Azure, GitHub, Power shell, CI/CD, Continuous Integration, Powershell]","DO [Azure DevOps, DevOps, Azure, GitHub, Power shell, CI/CD, Continuous Integration, Powershell]"
DO,"[CI/CD tools, DevOps, automotive, GitHub, Podman., Git CI/CD, Git action, YAML]","DO [CI/CD tools, DevOps, automotive, GitHub, Podman., Git CI/CD, Git action, YAML]"
DO,"[kubernetes, continuous integration, ci/cd, ansible, docker, scripting, production deployment, gcp]","DO [kubernetes, continuous integration, ci/cd, ansible, docker, scripting, production deployment, gcp]"
DO,"[Azure Infrastructure, Terraform, azure iaas, Ci/Cd, azure devops, automation, Paas, Cicd Pipeline]","DO [Azure Infrastructure, Terraform, azure iaas, Ci/Cd, azure devops, automation, Paas, Cicd Pipeline]"
DO,"[Bash Scripting, jenkins, Cicd Pipeline, Aks, Arm Templates, github, Azure Pipelines, helm charts]","DO [Bash Scripting, jenkins, Cicd Pipeline, Aks, Arm Templates, github, Azure Pipelines, helm charts]"
DO,"[Docker, Aws Devops, ELK, Monitoring Tools, Jenkins, Cicd Pipeline, AWS, Kubernetes]","DO [Docker, Aws Devops, ELK, Monitoring Tools, Jenkins, Cicd Pipeline, AWS, Kubernetes]"
DO,"[Deployment, Docker, Terraform, infrastructure, Kubernates, Ci Cd Pipeline, Ci/Cd, Eks]","DO [Deployment, Docker, Terraform, infrastructure, Kubernates, Ci Cd Pipeline, Ci/Cd, Eks]"
DO,"[ci/cd, Git, Jenkins Ci, C#, continuous integration, C++, Ticketing system, GitFlow]","DO [ci/cd, Git, Jenkins Ci, C#, continuous integration, C++, Ticketing system, GitFlow]"
DO,"[Aws Devops, Devops, Cicd Pipeline, Azure Devops, AWS, Pipeline, Microsoft Azure, Cd]","DO [Aws Devops, Devops, Cicd Pipeline, Azure Devops, AWS, Pipeline, Microsoft Azure, Cd]"
DO,"[Azure Devops, Cicd Pipeline, Devops, Microsoft Azure, Cd, Pipeline]","DO [Azure Devops, Cicd Pipeline, Devops, Microsoft Azure, Cd, Pipeline]"
DO,"[neo4j, Architecture, GCP, devops, Cloud, Infrastructure, Database, Management]","DO [neo4j, Architecture, GCP, devops, Cloud, Infrastructure, Database, Management]"
DO,"[Operating systems, Networking, Performance engineering, devops, Cloud, Packaging, Infrastructure, Manager Technology]","DO [Operating systems, Networking, Performance engineering, devops, Cloud, Packaging, Infrastructure, Manager Technology]"
DO,"[devops, SQL]","DO [devops, SQL]"
DO,"[Maven, Tomcat, github, Linux, JBoss, WAN, GCP, LAN]","DO [Maven, Tomcat, github, Linux, JBoss, WAN, GCP, LAN]"
DO,"[deep learning, Automation, Coding, devops, Manager Technology, Infrastructure, Deployment, openstack]","DO [deep learning, Automation, Coding, devops, Manager Technology, Infrastructure, Deployment, openstack]"
DO,"[Linux, LDAP, GCP, Configuration management, devops, Apache, IPS, AWS]","DO [Linux, LDAP, GCP, Configuration management, devops, Apache, IPS, AWS]"
DO,"[devops, Cloud, Banking, Management]","DO [devops, Cloud, Banking, Management]"
DO,"[GIT, nginx, Architecture, Django, devops, jenkins, SVN, AWS]","DO [GIT, nginx, Architecture, Django, devops, jenkins, SVN, AWS]"
DO,"[devops, Software development life cycle, Siemens, Troubleshooting, Operations, Information technology, Monitoring, Python]","DO [devops, Software development life cycle, Siemens, Troubleshooting, Operations, Information technology, Monitoring, Python]"
DO,"[Version control, Linux, Architecture, GCP, devops, Control system, Configuration management, Consulting]","DO [Version control, Linux, Architecture, GCP, devops, Control system, Configuration management, Consulting]"
DO,"[DevOps, artifactory, java, servicenow, data analytics, business management, linux, teamcity]","DO [DevOps, artifactory, java, servicenow, data analytics, business management, linux, teamcity]"
DO,"[Capacity management, Automation, GIT, Networking, PAAS, Cloud, Agile, Distribution system]","DO [Capacity management, Automation, GIT, Networking, PAAS, Cloud, Agile, Distribution system]"
DO,"[AI Devops, Azure, pipeline / Docker, Ci/Cd, Artificial Intelligence, Cd, Continuous Integration, S]","DO [AI Devops, Azure, pipeline / Docker, Ci/Cd, Artificial Intelligence, Cd, Continuous Integration, S]"
DO,"[Terraform, Kubernates, Docker, Linux, Cicd Pipeline, AWS, Devops, Continuous Integration]","DO [Terraform, Kubernates, Docker, Linux, Cicd Pipeline, AWS, Devops, Continuous Integration]"
DO,"[Azure, Cloud Infrastructure, Terraform, CI/CD, Elk, Github, Cloud Infrastructure Management, Prometheus]","DO [Azure, Cloud Infrastructure, Terraform, CI/CD, Elk, Github, Cloud Infrastructure Management, Prometheus]"
DO,"[Azure Devops, Change Management, IIS, GIT, Docker, Powershell, Ci/Cd, Build Automation]","DO [Azure Devops, Change Management, IIS, GIT, Docker, Powershell, Ci/Cd, Build Automation]"
DO,"[IT services, Automation, GCP, Cloud Services, PAAS, devops, Consulting, Manager Technology]","DO [IT services, Automation, GCP, Cloud Services, PAAS, devops, Consulting, Manager Technology]"
DO,"[Maven, JBoss, Disaster recovery, Healthcare, Solution design, github, Cloud Services, IT infrastructure]","DO [Maven, JBoss, Disaster recovery, Healthcare, Solution design, github, Cloud Services, IT infrastructure]"
DO,"[Computer science, continuous integration, Operational excellence, Configuration management, Postgresql, Programming, splunk, Windows]","DO [Computer science, continuous integration, Operational excellence, Configuration management, Postgresql, Programming, splunk, Windows]"
DO,"[GIT, devops, Cloud, jenkins, iac, cloud native, native]","DO [GIT, devops, Cloud, jenkins, iac, cloud native, native]"
DO,"[Change management, Automation, Operational excellence, Healthcare, Business continuity, Security operations, Operations, Technical support]","DO [Change management, Automation, Operational excellence, Healthcare, Business continuity, Security operations, Operations, Technical support]"
DO,"[Cloud computing, Automation, Cloud Services, devops, ITSM, Siemens, microsoft azure, HTML]","DO [Cloud computing, Automation, Cloud Services, devops, ITSM, Siemens, microsoft azure, HTML]"
DO,"[Capacity management, Automation, DTS, GIT, devops, PAAS, Consulting, Agile]","DO [Capacity management, Automation, DTS, GIT, devops, PAAS, Consulting, Agile]"
DO,"[Product management, Automation, Managed services, Healthcare, Troubleshooting, Information technology, Monitoring, Firewall]","DO [Product management, Automation, Managed services, Healthcare, Troubleshooting, Information technology, Monitoring, Firewall]"
DO,"[Automation, Coding, Infrastructure, Python, devops, jenkins, Scripting, Application]","DO [Automation, Coding, Infrastructure, Python, devops, jenkins, Scripting, Application]"
DO,"[IT services, Team management, Analytical, Debugging, Agile, Load balancing, Operations, application lifecycle management]","DO [IT services, Team management, Analytical, Debugging, Agile, Load balancing, Operations, application lifecycle management]"
DO,"[Unix, IT services, Automation, Data migration, Business transformation, Networking, Agile, Dms]","DO [Unix, IT services, Automation, Data migration, Business transformation, Networking, Agile, Dms]"
DO,"[Technical operations, Control-M, Middleware, software development, hybrid cloud, elk, build, production]","DO [Technical operations, Control-M, Middleware, software development, hybrid cloud, elk, build, production]"
DO,"[DevOps, PowerShell, Java, GIT, Azure Cloud, CI/CD, YAML, Kubernetes]","DO [DevOps, PowerShell, Java, GIT, Azure Cloud, CI/CD, YAML, Kubernetes]"
DO,"[Unix, Maven, Cloud computing, Tomcat, Access management, XML, Eclipse, JSON]","DO [Unix, Maven, Cloud computing, Tomcat, Access management, XML, Eclipse, JSON]"
DO,"[docker, Kubernates, continuous integration, azure monitoring, ci/cd, azure service bus, Yaml, azure devops]","DO [docker, Kubernates, continuous integration, azure monitoring, ci/cd, azure service bus, Yaml, azure devops]"
DO,"[Azure, Shell Scripting, Ansible, Devops, Kubernetes, GIT, Ci/Cd, AWS]","DO [Azure, Shell Scripting, Ansible, Devops, Kubernetes, GIT, Ci/Cd, AWS]"
DO,"[Jenkins, Java, DevOps, CI/CD Tools, Terraform, Cloud Services, CloudFormation, Solution Design]","DO [Jenkins, Java, DevOps, CI/CD Tools, Terraform, Cloud Services, CloudFormation, Solution Design]"
DO,"[Scripting, Jenkins, Docker, Cicd Pipeline, Kubernetes, Amazon Ec2, Aws Cloud, VPN Configuration]","DO [Scripting, Jenkins, Docker, Cicd Pipeline, Kubernetes, Amazon Ec2, Aws Cloud, VPN Configuration]"
DO,"[Ci/Cd, Docker Container, Azure Devops, Python, C#, Terraform, Powershell, .Net]","DO [Ci/Cd, Docker Container, Azure Devops, Python, C#, Terraform, Powershell, .Net]"
DO,"[Jenkins, Terraform, Debugging, Ci/Cd, kubernates, python, Helm Charts, Openshift]","DO [Jenkins, Terraform, Debugging, Ci/Cd, kubernates, python, Helm Charts, Openshift]"
DO,"[Engineer II, Automation, Powershell, devops, Cloud, Manager Technology, Customer engagement, AWS]","DO [Engineer II, Automation, Powershell, devops, Cloud, Manager Technology, Customer engagement, AWS]"
DO,"[Devops, Aws Devops, Devops Tools, Ansible, Cicd Pipeline, PHP, AWS, Tools]","DO [Devops, Aws Devops, Devops Tools, Ansible, Cicd Pipeline, PHP, AWS, Tools]"
DO,"[Automation, Product engineering, Networking, GCP, Artificial Intelligence, Healthcare, Load balancing, Monitoring]","DO [Automation, Product engineering, Networking, GCP, Artificial Intelligence, Healthcare, Load balancing, Monitoring]"
DO,"[Cloud Computing, Access Management, Gcp, Problem Solving, Programming, Devops Engineer, Microsoft Azure, Cloud Platform]","DO [Cloud Computing, Access Management, Gcp, Problem Solving, Programming, Devops Engineer, Microsoft Azure, Cloud Platform]"
DO,"[Maven, Linux, Diagnostics, Financial inclusion, devops, Deployment, Management, AWS]","DO [Maven, Linux, Diagnostics, Financial inclusion, devops, Deployment, Management, AWS]"
DO,"[GCP, devops, Consulting, Customer experience, Ruby, Operations, Technical support, SQL]","DO [GCP, devops, Consulting, Customer experience, Ruby, Operations, Technical support, SQL]"
DO,"[Architecture, GCP, devops, Consulting, Ruby, Operations, Technical support, SQL]","DO [Architecture, GCP, devops, Consulting, Ruby, Operations, Technical support, SQL]"
DO,"[Automation, Network administration, Linux, MySQL, Shell scripting, Perl, Apache, SDLC]","DO [Automation, Network administration, Linux, MySQL, Shell scripting, Perl, Apache, SDLC]"
DO,"[Jenkins, Diploma, Docker, B . E, Project Management, B . Tech, Devops Engineer, Ci / Cd]","DO [Jenkins, Diploma, Docker, B . E, Project Management, B . Tech, Devops Engineer, Ci / Cd]"
DO,"[Jenkins, Configuration Management, Docker, Terraform, Continuous Integration, Devops Engineer, Ci / Cd, Aws]","DO [Jenkins, Configuration Management, Docker, Terraform, Continuous Integration, Devops Engineer, Ci / Cd, Aws]"
DO,"[Jenkins, Linux Administration, Cloud Security, Docker, Ansible, Network Security, Devops Engineer, Ci / Cd]","DO [Jenkins, Linux Administration, Cloud Security, Docker, Ansible, Network Security, Devops Engineer, Ci / Cd]"
DO,"[Cloud, Problem Solving, Devops Engineer, Client Server, Ci / Cd Pipeline, Aws, client, server]","DO [Cloud, Problem Solving, Devops Engineer, Client Server, Ci / Cd Pipeline, Aws, client, server]"
DO,"[Azure DevOps, Terraform, Cicd Pipeline, Yaml, CI/Cd, Pipeline, Microsoft Azure, Devops]","DO [Azure DevOps, Terraform, Cicd Pipeline, Yaml, CI/Cd, Pipeline, Microsoft Azure, Devops]"
DO,"[Computer science, Diagnostics, Analytical, Debugging, Incident management, Oracle, microsoft, Troubleshooting]","DO [Computer science, Diagnostics, Analytical, Debugging, Incident management, Oracle, microsoft, Troubleshooting]"
DO,"[Azure, Git, Docker, Cloud, Problem Solving, Devops Engineer, Micro Services, Ci / Cd]","DO [Azure, Git, Docker, Cloud, Problem Solving, Devops Engineer, Micro Services, Ci / Cd]"
DO,"[Git, Docker, Github, Cloud, Devops Engineer, Micro Services, Ci / Cd, Kubernetes]","DO [Git, Docker, Github, Cloud, Devops Engineer, Micro Services, Ci / Cd, Kubernetes]"
DO,"[Product management, GIT, Linux, Aerospace, Project management, Consulting, Security services, Telecommunication]","DO [Product management, GIT, Linux, Aerospace, Project management, Consulting, Security services, Telecommunication]"
DO,"[C++, Linux, Project management, Windows, Mac Os, microsoft, Information technology, Monitoring]","DO [C++, Linux, Project management, Windows, Mac Os, microsoft, Information technology, Monitoring]"
DO,"[troubleshooting and resolving Azure service-related issues, Blob Cosmos, Powershell bash scripting, configuring Azure VMSS, Gateways Nat Gateways and traffic Manager, Manage and deploy Azure solutions, Deployment, Bash]","DO [troubleshooting and resolving Azure service-related issues, Blob Cosmos, Powershell bash scripting, configuring Azure VMSS, Gateways Nat Gateways and traffic Manager, Manage and deploy Azure solutions, Deployment, Bash]"
DO,"[Automation, Shell scripting, Operations, Python, nginx, Technical architecture, Microsoft Azure, Architecture]","DO [Automation, Shell scripting, Operations, Python, nginx, Technical architecture, Microsoft Azure, Architecture]"
DO,"[Automation, nginx, Shell scripting, Operations, Python, Technical architecture, Azure DevOps, Technical]","DO [Automation, nginx, Shell scripting, Operations, Python, Technical architecture, Azure DevOps, Technical]"
DO,"[Terraform, GCP, Devops, Kubernetes, Helm]","DO [Terraform, GCP, Devops, Kubernetes, Helm]"
DO,"[Devops, LGTM Stack, Java, python, Terraform, Loki, Ansible, Prometheus]","DO [Devops, LGTM Stack, Java, python, Terraform, Loki, Ansible, Prometheus]"
DO,"[Redis, Devops, Azure Cloud, MySQL, Cicd Pipeline, Shell Scripting, Powershell, Github]","DO [Redis, Devops, Azure Cloud, MySQL, Cicd Pipeline, Shell Scripting, Powershell, Github]"
DO,"[CI/CD, Devops, Python, REST, Linux, Microservices, SQL, Kubernetes]","DO [CI/CD, Devops, Python, REST, Linux, Microservices, SQL, Kubernetes]"
DO,"[Automation, GIT, Staffing, Linux Administrator, Powershell, devops, MySQL, Database]","DO [Automation, GIT, Staffing, Linux Administrator, Powershell, devops, MySQL, Database]"
DO,"[DevOps Engineer, CI/CD automation, Google Cloud Platform, Infrastructure as Code IaC using Terraform, Automation, Cloud, Cd, Cd]","DO [DevOps Engineer, CI/CD automation, Google Cloud Platform, Infrastructure as Code IaC using Terraform, Automation, Cloud, Cd, Cd]"
DO,"[Aws Devops, EC2, Route 53, AWS, Kubernates, Transitive Gateway, VPC, DEC]","DO [Aws Devops, EC2, Route 53, AWS, Kubernates, Transitive Gateway, VPC, DEC]"
DO,"[IT services, Linux, Disaster recovery, PHP, CMMI, Healthcare, Open source, SQL]","DO [IT services, Linux, Disaster recovery, PHP, CMMI, Healthcare, Open source, SQL]"
DO,"[SAN, Automation, Linux, VPN, HIPAA, Windows, Troubleshooting, Virtualization]","DO [SAN, Automation, Linux, VPN, HIPAA, Windows, Troubleshooting, Virtualization]"
DO,"[Customer acquisition, Compliance, devops, Focus, Machine learning, Infrastructure, Manager Technology, Customer experience]","DO [Customer acquisition, Compliance, devops, Focus, Machine learning, Infrastructure, Manager Technology, Customer experience]"
DO,"[Unix, Service level, Linux, Coding, GCP, devops, Automation tools, UPS]","DO [Unix, Service level, Linux, Coding, GCP, devops, Automation tools, UPS]"
DO,"[Mining, Automation, Data management, Infrastructure management, data security, Disaster recovery, Machine learning, Silicon]","DO [Mining, Automation, Data management, Infrastructure management, data security, Disaster recovery, Machine learning, Silicon]"
DO,"[Process improvement, Agile, Security services, Data processing, Regression testing, Customer service, Analytics, Monitoring]","DO [Process improvement, Agile, Security services, Data processing, Regression testing, Customer service, Analytics, Monitoring]"
DO,"[Computer science, Automation, GIT, Coding, devops, Perl, JIRA, Operations]","DO [Computer science, Automation, GIT, Coding, devops, Perl, JIRA, Operations]"
DO,"[Root cause analysis, continuous integration, devops, Deployment, Customer experience, Troubleshooting, Risk management, Continuous improvement]","DO [Root cause analysis, continuous integration, devops, Deployment, Customer experience, Troubleshooting, Risk management, Continuous improvement]"
DO,"[Unix, Networking, Linux, VPN, Configuration management, MySQL, Windows, Oracle]","DO [Unix, Networking, Linux, VPN, Configuration management, MySQL, Windows, Oracle]"
DO,"[Unix, Computer science, Linux, Networking, devops, Configuration management, Social media, software quality]","DO [Unix, Computer science, Linux, Networking, devops, Configuration management, Social media, software quality]"
DO,"[Coding, Healthcare, Application development, microsoft, JIRA, Information technology, Monitoring, SQL]","DO [Coding, Healthcare, Application development, microsoft, JIRA, Information technology, Monitoring, SQL]"
DO,"[Coding, Healthcare, Application development, microsoft, JIRA, Information technology, Monitoring, SQL]","DO [Coding, Healthcare, Application development, microsoft, JIRA, Information technology, Monitoring, SQL]"
DO,"[Supply chain, Networking, Access management, Infrastructure management, MySQL, Network security, Medical insurance, Monitoring]","DO [Supply chain, Networking, Access management, Infrastructure management, MySQL, Network security, Medical insurance, Monitoring]"
DO,"[Maven, Automation, github, Linux, Project management, Healthcare, SSH, Troubleshooting]","DO [Maven, Automation, github, Linux, Project management, Healthcare, SSH, Troubleshooting]"
DO,"[Payroll, Manager Quality Assurance, Configuration management, Incident management, SCM, Troubleshooting, JIRA, Release management]","DO [Payroll, Manager Quality Assurance, Configuration management, Incident management, SCM, Troubleshooting, JIRA, Release management]"
DO,"[Telecom, Automation, Medical devices, Application support, Bfsi, Artificial Intelligence, Oracle, Resource management]","DO [Telecom, Automation, Medical devices, Application support, Bfsi, Artificial Intelligence, Oracle, Resource management]"
DO,"[Telecom, Automation, Medical devices, Application support, Bfsi, Artificial Intelligence, Oracle, Resource management]","DO [Telecom, Automation, Medical devices, Application support, Bfsi, Artificial Intelligence, Oracle, Resource management]"
DO,"[Computer science, Automation, Version control, GIT, Aviation, Aerospace, devops, Infrastructure]","DO [Computer science, Automation, Version control, GIT, Aviation, Aerospace, devops, Infrastructure]"
DO,"[Product management, Cloud computing, Automation, Backend, GIT, Linux, Troubleshooting, Open source]","DO [Product management, Cloud computing, Automation, Backend, GIT, Linux, Troubleshooting, Open source]"
