profile,tech_stack,tobeclusteredcolumn,cluster
DO,"[POSTGRES, Terraform, Ansible, API, Python, Jenkins, CI/CD Pipeline knowledge, CI Cd Pipeline]","DO [POSTGRES, Terraform, Ansible, API, Python, Jenkins, CI/CD Pipeline knowledge, CI Cd Pipeline]",3
DO,"[devops, Aws Devops, Devops Tools, Tools, AWS]","DO [devops, Aws Devops, Devops Tools, Tools, AWS]",3
DO,"[Coding, Cloud, CI CD, Devops, Java, Containers, Go, Python]","DO [Coding, Cloud, CI CD, Devops, Java, Containers, Go, Python]",3
DO,"[Ansible, Azure Devops, ARM templates, Kubernetes, ARM, C2h, Microsoft Azure, Template]","DO [Ansible, Azure Devops, ARM templates, Kubernetes, ARM, C2h, Microsoft Azure, Template]",3
DO,"[Docker, Linux, Devops, Azure Devops, Kubernetes, Scripting Languages, Helm Charts, Helm]","DO [Docker, Linux, Devops, Azure Devops, Kubernetes, Scripting Languages, Helm Charts, Helm]",3
DO,"[DevOps, Kubernetes]","DO [DevOps, Kubernetes]",3
DO,"[Manager Quality Assurance, Linux, Networking, Configuration management, Agile, DNS, Windows, Selenium]","DO [Manager Quality Assurance, Linux, Networking, Configuration management, Agile, DNS, Windows, Selenium]",3
DO,"[Jenkins, Terraform, Bitbucket, Kubernetes Cluste, Azure Devops, Azure Cloud, Shell Scripting, Cloud Infrastructure]","DO [Jenkins, Terraform, Bitbucket, Kubernetes Cluste, Azure Devops, Azure Cloud, Shell Scripting, Cloud Infrastructure]",3
DO,"[Unix, Computer science, C++, GIT, Javascript, SCM, JIRA, Technical support]","DO [Unix, Computer science, C++, GIT, Javascript, SCM, JIRA, Technical support]",3
DO,"[Aws Devops, Docker, Devops, Python, Kubernetes, AWS]","DO [Aws Devops, Docker, Devops, Python, Kubernetes, AWS]",3
DO,"[Java, Cloud, Devops, Python, Linux]","DO [Java, Cloud, Devops, Python, Linux]",3
DO,"[Analytical skills, GIT, devops, Agile, Infrastructure, jenkins, Risk management, AWS]","DO [Analytical skills, GIT, devops, Agile, Infrastructure, jenkins, Risk management, AWS]",3
DO,"[Computer science, Automation, Networking, Linux, Cloud Services, devops, Troubleshooting, AWS]","DO [Computer science, Automation, Networking, Linux, Cloud Services, devops, Troubleshooting, AWS]",3
DO,"[Backend, orchestration, GIT, Diagnostics, Information security, Software development life cycle, Workflow, Bioinformatics]","DO [Backend, orchestration, GIT, Diagnostics, Information security, Software development life cycle, Workflow, Bioinformatics]",3
DO,"[Azure, PowerShell, DevOps, ADLS, Databricks, Cosmos DB, CyberArk, Python]","DO [Azure, PowerShell, DevOps, ADLS, Databricks, Cosmos DB, CyberArk, Python]",3
DO,"[DevOps, Docker, CI/CD, AWS, Kubernetes, AWS Devops, Cd, Continuous Integration]","DO [DevOps, Docker, CI/CD, AWS, Kubernetes, AWS Devops, Cd, Continuous Integration]",3
DO,"[Maven, Jenkins, Gitlab, Kubernetes, Build And Release Management, Github, Ant, Programming]","DO [Maven, Jenkins, Gitlab, Kubernetes, Build And Release Management, Github, Ant, Programming]",3
DO,"[Jenkins, DevOps, Linux, Microsoft Azure, Git, AWS, Gitlab, Microsoft]","DO [Jenkins, DevOps, Linux, Microsoft Azure, Git, AWS, Gitlab, Microsoft]",3
DO,"[Linux Administration, Linux Server, Linux System Administration, Devops, Linux System, Serv, Server, System]","DO [Linux Administration, Linux Server, Linux System Administration, Devops, Linux System, Serv, Server, System]",3
DO,"[DevOps, Google Cloud Platform, Automation, Terraform, IaaS, IaaC, Python, Cloud Platform]","DO [DevOps, Google Cloud Platform, Automation, Terraform, IaaS, IaaC, Python, Cloud Platform]",3
DO,"[Devops, Linux, PHP, AWS, Kubernates, Python]","DO [Devops, Linux, PHP, AWS, Kubernates, Python]",3
DO,"[Docker, Devops Tools, Devops, CD, CI, devop, Ansible, Perl]","DO [Docker, Devops Tools, Devops, CD, CI, devop, Ansible, Perl]",3
DO,"[Terraform, Azure Cloud, Iac, Script Writing, Azure Devops, Microsoft Azure, Writing, Scripting]","DO [Terraform, Azure Cloud, Iac, Script Writing, Azure Devops, Microsoft Azure, Writing, Scripting]",3
DO,"[Jenkins, Configuration Management, Aws Devops, Ansible, Devops, Build And Release Management, Release, AWS]","DO [Jenkins, Configuration Management, Aws Devops, Ansible, Devops, Build And Release Management, Release, AWS]",3
DO,"[Azure, DevOps Engineer, DevOps Support Engineer, containerization, postgresql, mqtt, terraform, azure devops]","DO [Azure, DevOps Engineer, DevOps Support Engineer, containerization, postgresql, mqtt, terraform, azure devops]",3
DO,"[Unix, Redhat, Automation, Linux, RDBMS, Shell scripting, Visual Studio, Oracle]","DO [Unix, Redhat, Automation, Linux, RDBMS, Shell scripting, Visual Studio, Oracle]",3
DO,"[Azure DevOps, MQTT, REST API, Azure DevOps Engineer, DevOps Engineer, Docker, PostgreSQL, DevOps Support Engineer]","DO [Azure DevOps, MQTT, REST API, Azure DevOps Engineer, DevOps Engineer, Docker, PostgreSQL, DevOps Support Engineer]",3
DO,"[DevOps, Azure DevOps Engineer, DevOps Engineer, DevOps Support Engineer, Azure Devops, Microsoft Azure, Senior]","DO [DevOps, Azure DevOps Engineer, DevOps Engineer, DevOps Support Engineer, Azure Devops, Microsoft Azure, Senior]",3
DO,"[TCP, Automation, Networking, devops, Javascript, PHP, Apache, Technical support]","DO [TCP, Automation, Networking, devops, Javascript, PHP, Apache, Technical support]",3
DO,"[Terraform, Devops, Python, Ansible, Helm Charts, aws, Azure Devops, Kubernetes]","DO [Terraform, Devops, Python, Ansible, Helm Charts, aws, Azure Devops, Kubernetes]",3
DO,"[Docker, devops, Kubernetes, Devops And Deployment, ux, unix administration, sql, ruby]","DO [Docker, devops, Kubernetes, Devops And Deployment, ux, unix administration, sql, ruby]",3
DO,"[Maven, JBoss, Disaster recovery, IT Infrastructure, Solution design, Docker, GitHub, Ansible]","DO [Maven, JBoss, Disaster recovery, IT Infrastructure, Solution design, Docker, GitHub, Ansible]",3
DO,"[Kubernetes, Jenkins, python, DevOps, network security, Docker, Linux, sonarqube]","DO [Kubernetes, Jenkins, python, DevOps, network security, Docker, Linux, sonarqube]",3
DO,"[Automation, devops, Analytical, Cloud, power bi, Perl, Data analytics, Release management]","DO [Automation, devops, Analytical, Cloud, power bi, Perl, Data analytics, Release management]",3
DO,"[Azure, DevOps, infrastructure, Azure Migrate, Azure Pipelines Release Task, Azure Pipelines, Azure Pipelines Build Task, Azure Cosmosdb]","DO [Azure, DevOps, infrastructure, Azure Migrate, Azure Pipelines Release Task, Azure Pipelines, Azure Pipelines Build Task, Azure Cosmosdb]",3
DO,"[Terraform, AWS, Jenkins, GIT, Aws Devops, Docker, Ansible, Devops]","DO [Terraform, AWS, Jenkins, GIT, Aws Devops, Docker, Ansible, Devops]",3
DO,"[Automation, Linux, devops, Perl, Windows, Virtualization, AWS, Monitoring]","DO [Automation, Linux, devops, Perl, Windows, Virtualization, AWS, Monitoring]",3
DO,"[DevOps, Azure, GIT, Terraform, Docker, Elasticsearch, IRM, SIEM]","DO [DevOps, Azure, GIT, Terraform, Docker, Elasticsearch, IRM, SIEM]",3
DO,"[Automation, Product engineering, zabbix, Networking protocols, Agile, Troubleshooting, Distribution system, CRM]","DO [Automation, Product engineering, zabbix, Networking protocols, Agile, Troubleshooting, Distribution system, CRM]",3
DO,"[Data Engineering, Azure Data Factory, Software Architecture, DBT, CI/CD, Azure Data Bricks, DLT, Azure DevOps]","DO [Data Engineering, Azure Data Factory, Software Architecture, DBT, CI/CD, Azure Data Bricks, DLT, Azure DevOps]",3
DO,"[DevOps, artifactory, kubernetes, elk, maven, GitHub, ELK Stack, ansible]","DO [DevOps, artifactory, kubernetes, elk, maven, GitHub, ELK Stack, ansible]",3
DO,"[Devops, Azure, Terraform, PAAS, Iaas, Iaac, AWS, Kubernates]","DO [Devops, Azure, Terraform, PAAS, Iaas, Iaac, AWS, Kubernates]",3
DO,"[DevOps, rest, trade finance, junit, maven, PostgreSQL, Cassandra, hibernate]","DO [DevOps, rest, trade finance, junit, maven, PostgreSQL, Cassandra, hibernate]",3
DO,"[DevOps, Software configuration, Networking, Project management, Management, Project, Software, Consulting]","DO [DevOps, Software configuration, Networking, Project management, Management, Project, Software, Consulting]",3
DO,"[Devops, c#, continuous integration, Powershell, CiCd Pipeline, Angular, Azure Devops, Microsoft Azure]","DO [Devops, c#, continuous integration, Powershell, CiCd Pipeline, Angular, Azure Devops, Microsoft Azure]",3
DO,"[Jenkins, Docker, Ansible, Puppet, Kubernetes, Senior, Devops]","DO [Jenkins, Docker, Ansible, Puppet, Kubernetes, Senior, Devops]",3
DO,"[Automation, Software design, Architecture, Powershell, PAAS, Agile, Open source, Operations]","DO [Automation, Software design, Architecture, Powershell, PAAS, Agile, Open source, Operations]",3
DO,"[Automation, Backend, Networking, devops, Configuration management, Open source, Operations, AWS]","DO [Automation, Backend, Networking, devops, Configuration management, Open source, Operations, AWS]",3
DO,"[Devops, cloud, kubernetes, git, jenkins, terraform, aws, infrastructure services]","DO [Devops, cloud, kubernetes, git, jenkins, terraform, aws, infrastructure services]",3
DO,"[GIT, Powershell, devops, Software configuration management, Consulting, Agile, Perl, Release management]","DO [GIT, Powershell, devops, Software configuration management, Consulting, Agile, Perl, Release management]",3
DO,"[Unix, devops, MySQL, Consulting, Agile, Scrum, Windows, Ruby]","DO [Unix, devops, MySQL, Consulting, Agile, Scrum, Windows, Ruby]",3
DO,"[Unix, Computer science, Linux, Architecture, GCP, devops, Cloud, Agile]","DO [Unix, Computer science, Linux, Architecture, GCP, devops, Cloud, Agile]",3
DO,"[continuous integration, kubernetes, configuration, release, ci/cd, iac, ansible, docker]","DO [continuous integration, kubernetes, configuration, release, ci/cd, iac, ansible, docker]",3
DO,"[Automation, Cicd Pipeline, Aws, Devops, Datadog, Cd, Pipeline]","DO [Automation, Cicd Pipeline, Aws, Devops, Datadog, Cd, Pipeline]",3
DO,"[Ci Cd Pipeline, Docker Container, Azure Devops, Kubernetes, Terraform, Azure Functions, Azure App Service, Iac]","DO [Ci Cd Pipeline, Docker Container, Azure Devops, Kubernetes, Terraform, Azure Functions, Azure App Service, Iac]",3
DO,"[Azure Devops, PowerShell, ServiceNow, CI/CD, Cosmos DB, YAML, SQL, Devops]","DO [Azure Devops, PowerShell, ServiceNow, CI/CD, Cosmos DB, YAML, SQL, Devops]",3
DO,"[Azure Devops, cloud security, Terraform, CI/CD, Troubleshooting, Azure Kubernetes Service, Microsoft Azure, Security]","DO [Azure Devops, cloud security, Terraform, CI/CD, Troubleshooting, Azure Kubernetes Service, Microsoft Azure, Security]",3
DO,"[Devops Ci Cd, Python Development, Jenkins, Aws Devops, Aws Cloud, Bash Scripting, Github, Scripting Languages]","DO [Devops Ci Cd, Python Development, Jenkins, Aws Devops, Aws Cloud, Bash Scripting, Github, Scripting Languages]",3
DO,"[template, continuous integration, kubernetes, docker container, nexus, ci/cd, azure devops, ansible]","DO [template, continuous integration, kubernetes, docker container, nexus, ci/cd, azure devops, ansible]",3
DO,"[Terraform, Azure Cloud, Cicd Pipeline, Azure Devops, Automation, Powershell, ARM, Devops]","DO [Terraform, Azure Cloud, Cicd Pipeline, Azure Devops, Automation, Powershell, ARM, Devops]",3
DO,"[C++, Automation, GIT, Debugging, Packaging, Windows, Firmware, microsoft]","DO [C++, Automation, GIT, Debugging, Packaging, Windows, Firmware, microsoft]",3
DO,"[Telecom, Semiconductor, Development Manager, GCP, Configuration management, Healthcare, Life sciences, Automotive]","DO [Telecom, Semiconductor, Development Manager, GCP, Configuration management, Healthcare, Life sciences, Automotive]",3
DO,"[Access management, Powershell, devops, Agile, Software development life cycle, Infrastructure, jenkins, Deployment]","DO [Access management, Powershell, devops, Agile, Software development life cycle, Infrastructure, jenkins, Deployment]",3
DO,"[DevOps, Nginx, GIT, Terraform, GCP, Ansible, Bitbucket, AWS]","DO [DevOps, Nginx, GIT, Terraform, GCP, Ansible, Bitbucket, AWS]",3
DO,"[Ubuntu, Redhat, Automation, Linux, Consulting, Agile, Perl, Operations]","DO [Ubuntu, Redhat, Automation, Linux, Consulting, Agile, Perl, Operations]",3
DO,"[Automation, DTS, GIT, Linux, devops, Consulting, JIRA, Ruby]","DO [Automation, DTS, GIT, Linux, devops, Consulting, JIRA, Ruby]",3
DO,"[Tomcat, IIS, DTS, Linux, devops, MySQL, Consulting, Oracle]","DO [Tomcat, IIS, DTS, Linux, devops, MySQL, Consulting, Oracle]",3
DO,"[Product management, Maven, Configuration management, Open source, Python, GIT, Regression testing, IT operations]","DO [Product management, Maven, Configuration management, Open source, Python, GIT, Regression testing, IT operations]",3
DO,"[Access management, Powershell, devops, Agile, Software development life cycle, jenkins, Deployment, application lifecycle management]","DO [Access management, Powershell, devops, Agile, Software development life cycle, jenkins, Deployment, application lifecycle management]",3
DO,"[python, Grafana, YAML/JSON, Linux OS, Docker, cortex, K8s, Cloud Migration]","DO [python, Grafana, YAML/JSON, Linux OS, Docker, cortex, K8s, Cloud Migration]",3
DO,"[DevOps, Computer science, Engineering services, Vendor evaluation, Literature, Effort estimation, Technology solutions, Research]","DO [DevOps, Computer science, Engineering services, Vendor evaluation, Literature, Effort estimation, Technology solutions, Research]",3
DO,"[Engineering services, Team management, Software configuration management, digital transformation, Solution design, Management systems, Technology solutions, Client interfacing]","DO [Engineering services, Team management, Software configuration management, digital transformation, Solution design, Management systems, Technology solutions, Client interfacing]",3
DO,"[Linux Administration, Troubleshooting Skills, System Administration, Network Administration, Devops And Deployment, Aws Devops, Cicd Pipeline, CI/Cd]","DO [Linux Administration, Troubleshooting Skills, System Administration, Network Administration, Devops And Deployment, Aws Devops, Cicd Pipeline, CI/Cd]",3
DO,"[AWS, Configuration Management Tools, DevOps, Docker, CI/CD Tools, Shell Scripting, Big Data, Datacenter]","DO [AWS, Configuration Management Tools, DevOps, Docker, CI/CD Tools, Shell Scripting, Big Data, Datacenter]",3
DO,"[DevOps, PowerShell, Java, GIT, Azure Cloud, CI/CD, YAML, Kubernetes]","DO [DevOps, PowerShell, Java, GIT, Azure Cloud, CI/CD, YAML, Kubernetes]",3
DO,"[DevOps, AppDynamics, Cloud Security, EC2, Amazon Elasticsearch, CI/CD, AWS, Lambda]","DO [DevOps, AppDynamics, Cloud Security, EC2, Amazon Elasticsearch, CI/CD, AWS, Lambda]",3
DO,"[Aws Devops, Kubernetes, Maven, Automation, Ant, Ci/Cd, Gradle, AWS]","DO [Aws Devops, Kubernetes, Maven, Automation, Ant, Ci/Cd, Gradle, AWS]",3
DO,"[DevOps, S3, Amazon Cloud, Security Groups, NLB, VPC, Route53, Elastic Bean stalk]","DO [DevOps, S3, Amazon Cloud, Security Groups, NLB, VPC, Route53, Elastic Bean stalk]",3
DO,"[Terraform, Powershell, Prometheus, Bash, ELK Stack, CI/CD Pipelines, Java, Git]","DO [Terraform, Powershell, Prometheus, Bash, ELK Stack, CI/CD Pipelines, Java, Git]",3
DO,"[Computer science, continuous integration, Automation, GIT, GCP, devops, SCM, Ruby]","DO [Computer science, continuous integration, Automation, GIT, GCP, devops, SCM, Ruby]",3
DO,"[Terraform, Devops, azure, Azure Devops, Microsoft Azure, Senior]","DO [Terraform, Devops, azure, Azure Devops, Microsoft Azure, Senior]",3
DO,"[chef, Development, Devops, Ci Cd Pipeline, Devops Tools, devops developer, CI/Cd, IRIS]","DO [chef, Development, Devops, Ci Cd Pipeline, Devops Tools, devops developer, CI/Cd, IRIS]",3
DO,"[Azure, Ci / Cd Tools, Cicd Pipeline, Devops, Azure Devops, Azure DevOps tools, build pipelines, Cd]","DO [Azure, Ci / Cd Tools, Cicd Pipeline, Devops, Azure Devops, Azure DevOps tools, build pipelines, Cd]",3
DO,"[Usage, devops, Infrastructure, Deployment, Vendor, Management, Continuous improvement, Testing]","DO [Usage, devops, Infrastructure, Deployment, Vendor, Management, Continuous improvement, Testing]",3
DO,"[continuous integration, Usage, development testing, devops, Cloud, Infrastructure, microsoft azure, Deployment]","DO [continuous integration, Usage, development testing, devops, Cloud, Infrastructure, microsoft azure, Deployment]",3
DO,"[Python, java, postgresql, product management, maven, MySQL, Cassandra, bash]","DO [Python, java, postgresql, product management, maven, MySQL, Cassandra, bash]",3
DO,"[Jenkins, Terraform, Cloud, Helm Charts, Devops, Helm, Charts]","DO [Jenkins, Terraform, Cloud, Helm Charts, Devops, Helm, Charts]",3
DO,"[Backend, Server monitoring, Version control, GIT, devops, Windows forms, CMMI, Business modeling]","DO [Backend, Server monitoring, Version control, GIT, devops, Windows forms, CMMI, Business modeling]",3
DO,"[Automation, Process improvement, Analytical, Configuration management, Network security, Agile, Scrum, Load balancing]","DO [Automation, Process improvement, Analytical, Configuration management, Network security, Agile, Scrum, Load balancing]",3
DO,"[Automation, nginx, Shell scripting, Operations, Python, Technical architecture, Devops, Azure Devops]","DO [Automation, nginx, Shell scripting, Operations, Python, Technical architecture, Devops, Azure Devops]",3
DO,"[Information security, Healthcare, Application security, Distribution system, Python, github, Security monitoring, bash scripting]","DO [Information security, Healthcare, Application security, Distribution system, Python, github, Security monitoring, bash scripting]",3
DO,"[Cloud infrastructure, Amazon Web Services Ec2, Server Virtualization, Cyber Security, Docker, EBS, SQL Database, Kubernetes]","DO [Cloud infrastructure, Amazon Web Services Ec2, Server Virtualization, Cyber Security, Docker, EBS, SQL Database, Kubernetes]",3
DO,"[Computer science, Automation, Linux, Networking, Load testing, Development Manager, Configuration management, Monitoring]","DO [Computer science, Automation, Linux, Networking, Load testing, Development Manager, Configuration management, Monitoring]",3
DO,"[Linux, Devops, Python, java, bash, mongodb, docker, Private Cloud]","DO [Linux, Devops, Python, java, bash, mongodb, docker, Private Cloud]",3
DO,"[DevOps, Jenkins, Containerization, Docker, Terraform, Ansible, Openshift, Kubernates]","DO [DevOps, Jenkins, Containerization, Docker, Terraform, Ansible, Openshift, Kubernates]",3
DO,"[Kubernates, Docker, devops, Onpremise, k8s, Bright Cluster Manager, NVIDIA Bright Cluster, On-Prem]","DO [Kubernates, Docker, devops, Onpremise, k8s, Bright Cluster Manager, NVIDIA Bright Cluster, On-Prem]",3
DO,"[Technical Expert, devops, Cloud, Deployment, Management, Information technology, SQL, Technical]","DO [Technical Expert, devops, Cloud, Deployment, Management, Information technology, SQL, Technical]",3
DO,"[Aws Devops, IAM, Chef Puppet, Devops, Hiring, Puppet, AWS]","DO [Aws Devops, IAM, Chef Puppet, Devops, Hiring, Puppet, AWS]",3
DO,"[GIT, Diagnostics, Postgresql, Agile, Software development life cycle, MongoDB, Troubleshooting, JIRA]","DO [GIT, Diagnostics, Postgresql, Agile, Software development life cycle, MongoDB, Troubleshooting, JIRA]",3
DO,"[Aks Kubernetes, Kubernates, Azure Devops, Microsoft Azure, Aks, Senior, Kubernetes, Devops]","DO [Aks Kubernetes, Kubernates, Azure Devops, Microsoft Azure, Aks, Senior, Kubernetes, Devops]",3
DO,"[DevOps, Jenkins, Zabbix Redis, active MQ, Linux, ELK, shell scripting, AWS]","DO [DevOps, Jenkins, Zabbix Redis, active MQ, Linux, ELK, shell scripting, AWS]",3
DO,"[DevOps, GIT, Linux, Terraform, ant, maven, Ansible, Gradle]","DO [DevOps, GIT, Linux, Terraform, ant, maven, Ansible, Gradle]",3
DO,"[Training, Lead Business Analyst, Quality Analyst, devops, SAAS, Technical Lead, Data analytics, Team building]","DO [Training, Lead Business Analyst, Quality Analyst, devops, SAAS, Technical Lead, Data analytics, Team building]",3
DO,"[Infrastructure, Enterprise, Cloud Infrastructure, Monitoring, Kubernetes, Prometheus, Cluster Development, Devops]","DO [Infrastructure, Enterprise, Cloud Infrastructure, Monitoring, Kubernetes, Prometheus, Cluster Development, Devops]",3
DO,"[Automation, Linux, Powershell, Debugging, MongoDB, Windows, Continuous improvement, Monitoring]","DO [Automation, Linux, Powershell, Debugging, MongoDB, Windows, Continuous improvement, Monitoring]",3
DO,"[Maven, Automation, Linux, Project management, devops, HIPAA, Healthcare, Issue resolution]","DO [Maven, Automation, Linux, Project management, devops, HIPAA, Healthcare, Issue resolution]",3
DO,"[Unix, Automation, GIT, Linux, Powershell, Configuration management, Cloud, AWS]","DO [Unix, Automation, GIT, Linux, Powershell, Configuration management, Cloud, AWS]",3
DO,"[DevOps, python, github, jenkins, bash, terraform, gitlab, aws cloudformation]","DO [DevOps, python, github, jenkins, bash, terraform, gitlab, aws cloudformation]",3
DO,"[Networking, Data recovery, devops, Consulting, Debugging, Siemens, OSI model, AWS]","DO [Networking, Data recovery, devops, Consulting, Debugging, Siemens, OSI model, AWS]",3
DO,"[Product management, Solution architecture, DTS, Prototype, Software Development Manager, Consulting, Siemens, Healthcare]","DO [Product management, Solution architecture, DTS, Prototype, Software Development Manager, Consulting, Siemens, Healthcare]",3
DO,"[Gcp Cloud, Azure Devops, Aws Devops, AWS, Senior, Microsoft Azure, GCP, Cloud]","DO [Gcp Cloud, Azure Devops, Aws Devops, AWS, Senior, Microsoft Azure, GCP, Cloud]",3
DO,"[Aws Lambda, Elk, L2/L3, Cicd Pipeline, SQL, Python, AWS, Pipeline]","DO [Aws Lambda, Elk, L2/L3, Cicd Pipeline, SQL, Python, AWS, Pipeline]",3
DO,"[Terraform, Github, Infrastructure, Azure Devops, Kubernetes, Senior, Microsoft Azure, Devops]","DO [Terraform, Github, Infrastructure, Azure Devops, Kubernetes, Senior, Microsoft Azure, Devops]",3
DO,"[Maven, Cloud computing, C++, Configuration management, Shell scripting, Agile, Scrum, Troubleshooting]","DO [Maven, Cloud computing, C++, Configuration management, Shell scripting, Agile, Scrum, Troubleshooting]",3
DO,"[Python, Nginx, public cloud, Java, Artefactory, Tomcat, Teamcity, Shell Scripting]","DO [Python, Nginx, public cloud, Java, Artefactory, Tomcat, Teamcity, Shell Scripting]",3
DO,"[Aws Devops, Powershell, .NET, C Shop, AWS, Devops, Team, C]","DO [Aws Devops, Powershell, .NET, C Shop, AWS, Devops, Team, C]",3
DO,"[Unix, Automation, Linux, Agile, Coding, Powershell, Development, Application]","DO [Unix, Automation, Linux, Agile, Coding, Powershell, Development, Application]",3
DO,"[AWS Devops, Terraform, Docker, GitLab CI/CD, Kubernetes, Aws Cloudformation, Gitlab CI, AWS]","DO [AWS Devops, Terraform, Docker, GitLab CI/CD, Kubernetes, Aws Cloudformation, Gitlab CI, AWS]",3
DO,"[DevOps, Data Privacy Management, NoSQL, Cyber Security, CI/CD Tools, Docker, CI/CD Pipeline, Cloud Services]","DO [DevOps, Data Privacy Management, NoSQL, Cyber Security, CI/CD Tools, Docker, CI/CD Pipeline, Cloud Services]",3
DO,"[Architect, Automation, Architecture, Networking, data security, Configuration management, MySQL, Disaster recovery]","DO [Architect, Automation, Architecture, Networking, data security, Configuration management, MySQL, Disaster recovery]",3
DO,"[Retail, devops, Banking, Manager Technology, CMMI, ASP.Net, Deployment, Business modeling]","DO [Retail, devops, Banking, Manager Technology, CMMI, ASP.Net, Deployment, Business modeling]",3
DO,"[aws, Aws Devops, Terraform, Cicd Pipeline, Ci/Cd, Devops, Kubernates, azure]","DO [aws, Aws Devops, Terraform, Cicd Pipeline, Ci/Cd, Devops, Kubernates, azure]",3
DO,"[Linux, Information security, SOC, Shell scripting, Javascript, Windows, Troubleshooting, Ruby]","DO [Linux, Information security, SOC, Shell scripting, Javascript, Windows, Troubleshooting, Ruby]",3
DO,"[System architecture, Version control, NoSQL, Pharma, Shell scripting, MongoDB, Asset management, JIRA]","DO [System architecture, Version control, NoSQL, Pharma, Shell scripting, MongoDB, Asset management, JIRA]",3
DO,"[Automation, GIT, Agile scrum, Infrastructure management, Disaster recovery, Business continuity, AWS, Engineering Lead]","DO [Automation, GIT, Agile scrum, Infrastructure management, Disaster recovery, Business continuity, AWS, Engineering Lead]",3
DO,"[Automation, Version control, GIT, Coding, devops, Information technology, AWS, Monitoring]","DO [Automation, Version control, GIT, Coding, devops, Information technology, AWS, Monitoring]",3
DO,"[Version control, Linux, Configuration management, Postgresql, MySQL, Shell scripting, Database administration, Resource management]","DO [Version control, Linux, Configuration management, Postgresql, MySQL, Shell scripting, Database administration, Resource management]",3
DO,"[Computer science, Automation, Version control, orchestration, Linux, Configuration management, devops, Cloud]","DO [Computer science, Automation, Version control, orchestration, Linux, Configuration management, devops, Cloud]",3
DO,"[Unix, Aix, Linux, Solaris, Perl, VMware, Automation, Agile]","DO [Unix, Aix, Linux, Solaris, Perl, VMware, Automation, Agile]",3
DO,"[Automation, Linux, Networking, devops, Agile, Troubleshooting, Ruby, Technical support]","DO [Automation, Linux, Networking, devops, Agile, Troubleshooting, Ruby, Technical support]",3
DO,"[Unix, C++, Automation, Linux, Analytical, Associate Technical Lead, Windows, Troubleshooting]","DO [Unix, C++, Automation, Linux, Analytical, Associate Technical Lead, Windows, Troubleshooting]",3
DO,"[Automation, Civil, devops, Cloud, Manager Technology, Management, rackspace, AWS]","DO [Automation, Civil, devops, Cloud, Manager Technology, Management, rackspace, AWS]",3
DO,"[Jenkins, Unix, Linux, Software Engineering, Aws, Devops, Kubernetes, senior]","DO [Jenkins, Unix, Linux, Software Engineering, Aws, Devops, Kubernetes, senior]",3
DO,"[Maven, Automation, GIT, Project management, CMMI, Selenium, JIRA, Ruby]","DO [Maven, Automation, GIT, Project management, CMMI, Selenium, JIRA, Ruby]",3
DO,"[Azure, GCP or Digital Ocean, Kubernetes K8, Nexus, Ansible Repositories Bitbucket, Knowledge and experience in the cloud. AWS, Prometheus, Datadog]","DO [Azure, GCP or Digital Ocean, Kubernetes K8, Nexus, Ansible Repositories Bitbucket, Knowledge and experience in the cloud. AWS, Prometheus, Datadog]",3
DO,"[Jenkins, Aws Devops, Docker, Aws Infrastructure, Kubernetes, Terraform, Infrastructure, AWS]","DO [Jenkins, Aws Devops, Docker, Aws Infrastructure, Kubernetes, Terraform, Infrastructure, AWS]",3
DO,"[devops, Debugging, Manager Technology, AWS, Analytics, Python, management, technology]","DO [devops, Debugging, Manager Technology, AWS, Analytics, Python, management, technology]",3
DO,"[Jenkins, Open Source, Docker, Ansible, Google Cloud Platform, Microsoft Azure, Aws, Devops]","DO [Jenkins, Open Source, Docker, Ansible, Google Cloud Platform, Microsoft Azure, Aws, Devops]",3
DO,"[System architecture, Automation, Javascript, Agile, Infrastructure, Deployment, Subject matter expertise, Open source]","DO [System architecture, Automation, Javascript, Agile, Infrastructure, Deployment, Subject matter expertise, Open source]",3
DO,"[kubernetes, Docker, Terraform, Aws Devops, Ansible, Linux, Scripting Languages, CKA]","DO [kubernetes, Docker, Terraform, Aws Devops, Ansible, Linux, Scripting Languages, CKA]",3
DO,"[c#, Ci Cd Pipeline, Powershell, Azure Devops, Devops, Angular, Microsoft Azure, Cd]","DO [c#, Ci Cd Pipeline, Powershell, Azure Devops, Devops, Angular, Microsoft Azure, Cd]",3
DO,"[Beam, Automation, Networking, Resource allocation, Cloud, Apache, big data, Distribution system]","DO [Beam, Automation, Networking, Resource allocation, Cloud, Apache, big data, Distribution system]",3
DO,"[Automation, GIT, Linux, devops, Consulting, Agile, Scrum, JIRA]","DO [Automation, GIT, Linux, devops, Consulting, Agile, Scrum, JIRA]",3
DO,"[Computer science, Automation, ERP, Design review, Project management, Pharma, Agile, Technical support]","DO [Computer science, Automation, ERP, Design review, Project management, Pharma, Agile, Technical support]",3
DO,"[IIS, devops, Cloud, DNS, Network security, HTTP, Windows, Troubleshooting]","DO [IIS, devops, Cloud, DNS, Network security, HTTP, Windows, Troubleshooting]",3
DO,"[Automation, Linux, Networking, devops, Agile, Troubleshooting, Ruby, Technical support]","DO [Automation, Linux, Networking, devops, Agile, Troubleshooting, Ruby, Technical support]",3
DO,"[Automation, Linux, devops, Configuration management, Consulting, Agile, Windows, Open source]","DO [Automation, Linux, devops, Configuration management, Consulting, Agile, Windows, Open source]",3
